month,day,hour,dni_w_m2
4,4,0.0,-0.0
4,4,1.0,-0.0
4,4,2.0,-0.0
4,4,3.0,-0.0
4,4,4.0,-0.0
4,4,5.0,-0.0
4,4,6.0,-0.0
4,4,7.0,39.98
4,4,8.0,72.75
4,4,9.0,231.9
4,4,10.0,521.49
4,4,11.0,250.69
4,4,12.0,199.77
4,4,13.0,740.33
4,4,14.0,0.0
4,4,15.0,1.33
4,4,16.0,24.66
4,4,17.0,58.1
4,4,18.0,0.0
4,4,19.0,-0.0
4,4,20.0,-0.0
4,4,21.0,-0.0
4,4,22.0,-0.0
4,4,23.0,-0.0
4,5,0.0,-0.0
4,5,1.0,-0.0
4,5,2.0,-0.0
4,5,3.0,-0.0
4,5,4.0,-0.0
4,5,5.0,-0.0
4,5,6.0,-0.0
4,5,7.0,0.0
4,5,8.0,102.44
4,5,9.0,3.39
4,5,10.0,20.83
4,5,11.0,177.08
4,5,12.0,278.7
4,5,13.0,233.62
4,5,14.0,29.54
4,5,15.0,29.38
4,5,16.0,51.32
4,5,17.0,0.0
4,5,18.0,0.0
4,5,19.0,-0.0
4,5,20.0,-0.0
4,5,21.0,-0.0
4,5,22.0,-0.0
4,5,23.0,-0.0
4,6,0.0,-0.0
4,6,1.0,-0.0
4,6,2.0,-0.0
4,6,3.0,-0.0
4,6,4.0,-0.0
4,6,5.0,-0.0
4,6,6.0,-0.0
4,6,7.0,7.99
4,6,8.0,0.0
4,6,9.0,250.99
4,6,10.0,290.7
4,6,11.0,367.03
4,6,12.0,556.3
4,6,13.0,22.15
4,6,14.0,127.59
4,6,15.0,203.69
4,6,16.0,0.0
4,6,17.0,0.0
4,6,18.0,0.0
4,6,19.0,-0.0
4,6,20.0,-0.0
4,6,21.0,-0.0
4,6,22.0,-0.0
4,6,23.0,-0.0
4,7,0.0,-0.0
4,7,1.0,-0.0
4,7,2.0,-0.0
4,7,3.0,-0.0
4,7,4.0,-0.0
4,7,5.0,-0.0
4,7,6.0,-0.0
4,7,7.0,167.76
4,7,8.0,601.98
4,7,9.0,774.11
4,7,10.0,717.9
4,7,11.0,414.81
4,7,12.0,402.74
4,7,13.0,102.52
4,7,14.0,319.83
4,7,15.0,808.11
4,7,16.0,48.23
4,7,17.0,0.0
4,7,18.0,0.0
4,7,19.0,-0.0
4,7,20.0,-0.0
4,7,21.0,-0.0
4,7,22.0,-0.0
4,7,23.0,-0.0
4,8,0.0,-0.0
4,8,1.0,-0.0
4,8,2.0,-0.0
4,8,3.0,-0.0
4,8,4.0,-0.0
4,8,5.0,-0.0
4,8,6.0,-0.0
4,8,7.0,167.76
4,8,8.0,578.12
4,8,9.0,730.76
4,8,10.0,879.61
4,8,11.0,937.89
4,8,12.0,992.41
4,8,13.0,903.53
4,8,14.0,865.86
4,8,15.0,963.34
4,8,16.0,728.6
4,8,17.0,551.18
4,8,18.0,197.23
4,8,19.0,-0.0
4,8,20.0,-0.0
4,8,21.0,-0.0
4,8,22.0,-0.0
4,8,23.0,-0.0
4,9,0.0,-0.0
4,9,1.0,-0.0
4,9,2.0,-0.0
4,9,3.0,-0.0
4,9,4.0,-0.0
4,9,5.0,-0.0
4,9,6.0,-0.0
4,9,7.0,207.72
4,9,8.0,659.72
4,9,9.0,251.8
4,9,10.0,862.49
4,9,11.0,869.49
4,9,12.0,694.53
4,9,13.0,553.11
4,9,14.0,651.17
4,9,15.0,0.0
4,9,16.0,569.76
4,9,17.0,60.38
4,9,18.0,107.47
4,9,19.0,-0.0
4,9,20.0,-0.0
4,9,21.0,-0.0
4,9,22.0,-0.0
4,9,23.0,-0.0
4,10,0.0,-0.0
4,10,1.0,-0.0
4,10,2.0,-0.0
4,10,3.0,-0.0
4,10,4.0,-0.0
4,10,5.0,-0.0
4,10,6.0,-0.0
4,10,7.0,191.79
4,10,8.0,649.5
4,10,9.0,815.92
4,10,10.0,861.1
4,10,11.0,953.4
4,10,12.0,836.54
4,10,13.0,734.2
4,10,14.0,754.31
4,10,15.0,758.08
4,10,16.0,697.46
4,10,17.0,508.1
4,10,18.0,36.89
4,10,19.0,-0.0
4,10,20.0,-0.0
4,10,21.0,-0.0
4,10,22.0,-0.0
4,10,23.0,-0.0
4,11,0.0,-0.0
4,11,1.0,-0.0
4,11,2.0,-0.0
4,11,3.0,-0.0
4,11,4.0,-0.0
4,11,5.0,-0.0
4,11,6.0,-0.0
4,11,7.0,87.94
4,11,8.0,162.54
4,11,9.0,757.24
4,11,10.0,767.86
4,11,11.0,65.63
4,11,12.0,3.18
4,11,13.0,268.77
4,11,14.0,549.7
4,11,15.0,182.68
4,11,16.0,342.19
4,11,17.0,0.0
4,11,18.0,0.0
4,11,19.0,-0.0
4,11,20.0,-0.0
4,11,21.0,-0.0
4,11,22.0,-0.0
4,11,23.0,-0.0
4,12,0.0,-0.0
4,12,1.0,-0.0
4,12,2.0,-0.0
4,12,3.0,-0.0
4,12,4.0,-0.0
4,12,5.0,-0.0
4,12,6.0,-0.0
4,12,7.0,367.97
4,12,8.0,341.69
4,12,9.0,309.1
4,12,10.0,516.62
4,12,11.0,383.13
4,12,12.0,253.77
4,12,13.0,284.37
4,12,14.0,55.59
4,12,15.0,154.59
4,12,16.0,0.0
4,12,17.0,0.0
4,12,18.0,0.0
4,12,19.0,-0.0
4,12,20.0,-0.0
4,12,21.0,-0.0
4,12,22.0,-0.0
4,12,23.0,-0.0
4,13,0.0,-0.0
4,13,1.0,-0.0
4,13,2.0,-0.0
4,13,3.0,-0.0
4,13,4.0,-0.0
4,13,5.0,-0.0
4,13,6.0,-0.0
4,13,7.0,136.09
4,13,8.0,469.69
4,13,9.0,740.45
4,13,10.0,687.28
4,13,11.0,801.7
4,13,12.0,588.38
4,13,13.0,503.65
4,13,14.0,514.48
4,13,15.0,333.62
4,13,16.0,382.21
4,13,17.0,3.11
4,13,18.0,0.0
4,13,19.0,-0.0
4,13,20.0,-0.0
4,13,21.0,-0.0
4,13,22.0,-0.0
4,13,23.0,-0.0
4,14,0.0,-0.0
4,14,1.0,-0.0
4,14,2.0,-0.0
4,14,3.0,-0.0
4,14,4.0,-0.0
4,14,5.0,-0.0
4,14,6.0,-0.0
4,14,7.0,24.04
4,14,8.0,0.0
4,14,9.0,491.48
4,14,10.0,43.52
4,14,11.0,127.41
4,14,12.0,268.68
4,14,13.0,417.85
4,14,14.0,253.9
4,14,15.0,93.69
4,14,16.0,0.0
4,14,17.0,0.0
4,14,18.0,0.0
4,14,19.0,-0.0
4,14,20.0,-0.0
4,14,21.0,-0.0
4,14,22.0,-0.0
4,14,23.0,-0.0
4,15,0.0,-0.0
4,15,1.0,-0.0
4,15,2.0,-0.0
4,15,3.0,-0.0
4,15,4.0,-0.0
4,15,5.0,-0.0
4,15,6.0,-0.0
4,15,7.0,88.24
4,15,8.0,0.0
4,15,9.0,3.43
4,15,10.0,328.91
4,15,11.0,186.92
4,15,12.0,573.76
4,15,13.0,912.04
4,15,14.0,582.85
4,15,15.0,811.63
4,15,16.0,111.31
4,15,17.0,0.0
4,15,18.0,0.0
4,15,19.0,-0.0
4,15,20.0,-0.0
4,15,21.0,-0.0
4,15,22.0,-0.0
4,15,23.0,-0.0
4,16,0.0,-0.0
4,16,1.0,-0.0
4,16,2.0,-0.0
4,16,3.0,-0.0
4,16,4.0,-0.0
4,16,5.0,-0.0
4,16,6.0,-0.0
4,16,7.0,257.05
4,16,8.0,496.07
4,16,9.0,669.88
4,16,10.0,632.48
4,16,11.0,799.34
4,16,12.0,745.24
4,16,13.0,458.76
4,16,14.0,856.3
4,16,15.0,109.62
4,16,16.0,173.35
4,16,17.0,0.0
4,16,18.0,0.0
4,16,19.0,-0.0
4,16,20.0,-0.0
4,16,21.0,-0.0
4,16,22.0,-0.0
4,16,23.0,-0.0
4,17,0.0,-0.0
4,17,1.0,-0.0
4,17,2.0,-0.0
4,17,3.0,-0.0
4,17,4.0,-0.0
4,17,5.0,-0.0
4,17,6.0,-0.0
4,17,7.0,48.27
4,17,8.0,199.27
4,17,9.0,270.1
4,17,10.0,481.16
4,17,11.0,292.9
4,17,12.0,196.37
4,17,13.0,202.36
4,17,14.0,298.4
4,17,15.0,0.0
4,17,16.0,0.0
4,17,17.0,0.0
4,17,18.0,0.0
4,17,19.0,-0.0
4,17,20.0,-0.0
4,17,21.0,-0.0
4,17,22.0,-0.0
4,17,23.0,-0.0
4,18,0.0,-0.0
4,18,1.0,-0.0
4,18,2.0,-0.0
4,18,3.0,-0.0
4,18,4.0,-0.0
4,18,5.0,-0.0
4,18,6.0,-0.0
4,18,7.0,96.71
4,18,8.0,475.71
4,18,9.0,708.24
4,18,10.0,807.35
4,18,11.0,860.95
4,18,12.0,813.04
4,18,13.0,594.49
4,18,14.0,487.8
4,18,15.0,633.07
4,18,16.0,0.0
4,18,17.0,0.0
4,18,18.0,0.0
4,18,19.0,-0.0
4,18,20.0,-0.0
4,18,21.0,-0.0
4,18,22.0,-0.0
4,18,23.0,-0.0
4,19,0.0,-0.0
4,19,1.0,-0.0
4,19,2.0,-0.0
4,19,3.0,-0.0
4,19,4.0,-0.0
4,19,5.0,-0.0
4,19,6.0,-0.0
4,19,7.0,88.83
4,19,8.0,84.89
4,19,9.0,457.43
4,19,10.0,868.71
4,19,11.0,909.77
4,19,12.0,909.7
4,19,13.0,874.4
4,19,14.0,868.55
4,19,15.0,5.61
4,19,16.0,0.0
4,19,17.0,0.0
4,19,18.0,0.0
4,19,19.0,-0.0
4,19,20.0,-0.0
4,19,21.0,-0.0
4,19,22.0,-0.0
4,19,23.0,-0.0
4,20,0.0,-0.0
4,20,1.0,-0.0
4,20,2.0,-0.0
4,20,3.0,-0.0
4,20,4.0,-0.0
4,20,5.0,-0.0
4,20,6.0,-0.0
4,20,7.0,153.76
4,20,8.0,181.05
4,20,9.0,487.64
4,20,10.0,546.46
4,20,11.0,765.45
4,20,12.0,671.93
4,20,13.0,385.98
4,20,14.0,413.63
4,20,15.0,132.3
4,20,16.0,575.56
4,20,17.0,197.27
4,20,18.0,0.0
4,20,19.0,-0.0
4,20,20.0,-0.0
4,20,21.0,-0.0
4,20,22.0,-0.0
4,20,23.0,-0.0
4,21,0.0,-0.0
4,21,1.0,-0.0
4,21,2.0,-0.0
4,21,3.0,-0.0
4,21,4.0,-0.0
4,21,5.0,-0.0
4,21,6.0,-0.0
4,21,7.0,0.0
4,21,8.0,0.0
4,21,9.0,57.17
4,21,10.0,138.88
4,21,11.0,28.84
4,21,12.0,66.05
4,21,13.0,137.73
4,21,14.0,10.7
4,21,15.0,0.0
4,21,16.0,0.0
4,21,17.0,0.0
4,21,18.0,0.0
4,21,19.0,-0.0
4,21,20.0,-0.0
4,21,21.0,-0.0
4,21,22.0,-0.0
4,21,23.0,-0.0
4,22,0.0,-0.0
4,22,1.0,-0.0
4,22,2.0,-0.0
4,22,3.0,-0.0
4,22,4.0,-0.0
4,22,5.0,-0.0
4,22,6.0,-0.0
4,22,7.0,0.0
4,22,8.0,137.67
4,22,9.0,27.77
4,22,10.0,93.66
4,22,11.0,268.16
4,22,12.0,808.5
4,22,13.0,838.38
4,22,14.0,553.17
4,22,15.0,816.48
4,22,16.0,550.28
4,22,17.0,524.04
4,22,18.0,0.0
4,22,19.0,-0.0
4,22,20.0,-0.0
4,22,21.0,-0.0
4,22,22.0,-0.0
4,22,23.0,-0.0
4,23,0.0,-0.0
4,23,1.0,-0.0
4,23,2.0,-0.0
4,23,3.0,-0.0
4,23,4.0,-0.0
4,23,5.0,-0.0
4,23,6.0,-0.0
4,23,7.0,16.31
4,23,8.0,601.46
4,23,9.0,789.51
4,23,10.0,691.81
4,23,11.0,0.0
4,23,12.0,0.0
4,23,13.0,3.3
4,23,14.0,32.28
4,23,15.0,83.93
4,23,16.0,0.0
4,23,17.0,0.0
4,23,18.0,0.0
4,23,19.0,-0.0
4,23,20.0,-0.0
4,23,21.0,-0.0
4,23,22.0,-0.0
4,23,23.0,-0.0
4,24,0.0,-0.0
4,24,1.0,-0.0
4,24,2.0,-0.0
4,24,3.0,-0.0
4,24,4.0,-0.0
4,24,5.0,-0.0
4,24,6.0,-0.0
4,24,7.0,98.19
4,24,8.0,276.47
4,24,9.0,703.96
4,24,10.0,847.73
4,24,11.0,904.31
4,24,12.0,938.75
4,24,13.0,836.11
4,24,14.0,877.82
4,24,15.0,696.62
4,24,16.0,634.69
4,24,17.0,447.16
4,24,18.0,0.0
4,24,19.0,-0.0
4,24,20.0,-0.0
4,24,21.0,-0.0
4,24,22.0,-0.0
4,24,23.0,-0.0
4,25,0.0,-0.0
4,25,1.0,-0.0
4,25,2.0,-0.0
4,25,3.0,-0.0
4,25,4.0,-0.0
4,25,5.0,-0.0
4,25,6.0,-0.0
4,25,7.0,295.55
4,25,8.0,47.1
4,25,9.0,0.0
4,25,10.0,0.0
4,25,11.0,44.21
4,25,12.0,520.21
4,25,13.0,373.3
4,25,14.0,241.75
4,25,15.0,63.03
4,25,16.0,25.27
4,25,17.0,0.0
4,25,18.0,0.0
4,25,19.0,-0.0
4,25,20.0,-0.0
4,25,21.0,-0.0
4,25,22.0,-0.0
4,25,23.0,-0.0
4,26,0.0,-0.0
4,26,1.0,-0.0
4,26,2.0,-0.0
4,26,3.0,-0.0
4,26,4.0,-0.0
4,26,5.0,-0.0
4,26,6.0,-0.0
4,26,7.0,49.44
4,26,8.0,161.07
4,26,9.0,582.66
4,26,10.0,487.04
4,26,11.0,357.96
4,26,12.0,412.99
4,26,13.0,564.73
4,26,14.0,550.06
4,26,15.0,103.5
4,26,16.0,314.37
4,26,17.0,0.0
4,26,18.0,0.0
4,26,19.0,-0.0
4,26,20.0,-0.0
4,26,21.0,-0.0
4,26,22.0,-0.0
4,26,23.0,-0.0
4,27,0.0,-0.0
4,27,1.0,-0.0
4,27,2.0,-0.0
4,27,3.0,-0.0
4,27,4.0,-0.0
4,27,5.0,-0.0
4,27,6.0,-0.0
4,27,7.0,140.61
4,27,8.0,186.5
4,27,9.0,361.22
4,27,10.0,206.86
4,27,11.0,531.71
4,27,12.0,757.68
4,27,13.0,169.86
4,27,14.0,88.32
4,27,15.0,0.0
4,27,16.0,0.0
4,27,17.0,384.22
4,27,18.0,44.05
4,27,19.0,-0.0
4,27,20.0,-0.0
4,27,21.0,-0.0
4,27,22.0,-0.0
4,27,23.0,-0.0
4,28,0.0,-0.0
4,28,1.0,-0.0
4,28,2.0,-0.0
4,28,3.0,-0.0
4,28,4.0,-0.0
4,28,5.0,-0.0
4,28,6.0,-0.0
4,28,7.0,149.49
4,28,8.0,633.41
4,28,9.0,797.85
4,28,10.0,842.81
4,28,11.0,850.33
4,28,12.0,506.33
4,28,13.0,193.68
4,28,14.0,1.21
4,28,15.0,550.01
4,28,16.0,827.37
4,28,17.0,634.41
4,28,18.0,45.78
4,28,19.0,-0.0
4,28,20.0,-0.0
4,28,21.0,-0.0
4,28,22.0,-0.0
4,28,23.0,-0.0
4,29,0.0,-0.0
4,29,1.0,-0.0
4,29,2.0,-0.0
4,29,3.0,-0.0
4,29,4.0,-0.0
4,29,5.0,-0.0
4,29,6.0,-0.0
4,29,7.0,0.0
4,29,8.0,0.0
4,29,9.0,3.52
4,29,10.0,332.72
4,29,11.0,639.79
4,29,12.0,495.41
4,29,13.0,233.24
4,29,14.0,558.54
4,29,15.0,733.43
4,29,16.0,627.19
4,29,17.0,101.79
4,29,18.0,0.0
4,29,19.0,-0.0
4,29,20.0,-0.0
4,29,21.0,-0.0
4,29,22.0,-0.0
4,29,23.0,-0.0
4,30,0.0,-0.0
4,30,1.0,-0.0
4,30,2.0,-0.0
4,30,3.0,-0.0
4,30,4.0,-0.0
4,30,5.0,-0.0
4,30,6.0,-0.0
4,30,7.0,301.66
4,30,8.0,25.24
4,30,9.0,0.0
4,30,10.0,764.93
4,30,11.0,897.77
4,30,12.0,965.57
4,30,13.0,609.8
4,30,14.0,695.62
4,30,15.0,731.52
4,30,16.0,508.67
4,30,17.0,49.47
4,30,18.0,0.0
4,30,19.0,-0.0
4,30,20.0,-0.0
4,30,21.0,-0.0
4,30,22.0,-0.0
4,30,23.0,-0.0
5,1,0.0,-0.0
5,1,1.0,-0.0
5,1,2.0,-0.0
5,1,3.0,-0.0
5,1,4.0,-0.0
5,1,5.0,-0.0
5,1,6.0,-0.0
5,1,7.0,92.62
5,1,8.0,669.31
5,1,9.0,791.0
5,1,10.0,862.18
5,1,11.0,834.99
5,1,12.0,461.23
5,1,13.0,597.92
5,1,14.0,594.81
5,1,15.0,938.65
5,1,16.0,812.12
5,1,17.0,266.79
5,1,18.0,0.0
5,1,19.0,-0.0
5,1,20.0,-0.0
5,1,21.0,-0.0
5,1,22.0,-0.0
5,1,23.0,-0.0
5,2,0.0,-0.0
5,2,1.0,-0.0
5,2,2.0,-0.0
5,2,3.0,-0.0
5,2,4.0,-0.0
5,2,5.0,-0.0
5,2,6.0,-0.0
5,2,7.0,270.83
5,2,8.0,651.43
5,2,9.0,796.45
5,2,10.0,865.54
5,2,11.0,920.87
5,2,12.0,885.79
5,2,13.0,833.41
5,2,14.0,714.33
5,2,15.0,702.64
5,2,16.0,506.93
5,2,17.0,340.14
5,2,18.0,0.0
5,2,19.0,-0.0
5,2,20.0,-0.0
5,2,21.0,-0.0
5,2,22.0,-0.0
5,2,23.0,-0.0
5,3,0.0,-0.0
5,3,1.0,-0.0
5,3,2.0,-0.0
5,3,3.0,-0.0
5,3,4.0,-0.0
5,3,5.0,-0.0
5,3,6.0,-0.0
5,3,7.0,144.66
5,3,8.0,384.62
5,3,9.0,352.08
5,3,10.0,313.86
5,3,11.0,612.59
5,3,12.0,525.86
5,3,13.0,571.7
5,3,14.0,510.8
5,3,15.0,0.0
5,3,16.0,0.0
5,3,17.0,0.0
5,3,18.0,0.0
5,3,19.0,-0.0
5,3,20.0,-0.0
5,3,21.0,-0.0
5,3,22.0,-0.0
5,3,23.0,-0.0
5,4,0.0,-0.0
5,4,1.0,-0.0
5,4,2.0,-0.0
5,4,3.0,-0.0
5,4,4.0,-0.0
5,4,5.0,-0.0
5,4,6.0,-0.0
5,4,7.0,385.08
5,4,8.0,694.92
5,4,9.0,529.44
5,4,10.0,814.67
5,4,11.0,706.67
5,4,12.0,81.53
5,4,13.0,217.06
5,4,14.0,75.29
5,4,15.0,597.94
5,4,16.0,26.26
5,4,17.0,406.1
5,4,18.0,0.0
5,4,19.0,-0.0
5,4,20.0,-0.0
5,4,21.0,-0.0
5,4,22.0,-0.0
5,4,23.0,-0.0
5,5,0.0,-0.0
5,5,1.0,-0.0
5,5,2.0,-0.0
5,5,3.0,-0.0
5,5,4.0,-0.0
5,5,5.0,-0.0
5,5,6.0,-0.0
5,5,7.0,352.94
5,5,8.0,375.54
5,5,9.0,754.17
5,5,10.0,868.94
5,5,11.0,923.83
5,5,12.0,508.26
5,5,13.0,495.29
5,5,14.0,429.49
5,5,15.0,742.01
5,5,16.0,584.04
5,5,17.0,324.67
5,5,18.0,0.0
5,5,19.0,-0.0
5,5,20.0,-0.0
5,5,21.0,-0.0
5,5,22.0,-0.0
5,5,23.0,-0.0
5,6,0.0,-0.0
5,6,1.0,-0.0
5,6,2.0,-0.0
5,6,3.0,-0.0
5,6,4.0,-0.0
5,6,5.0,-0.0
5,6,6.0,-0.0
5,6,7.0,0.0
5,6,8.0,610.71
5,6,9.0,802.69
5,6,10.0,873.79
5,6,11.0,910.51
5,6,12.0,825.96
5,6,13.0,643.13
5,6,14.0,933.32
5,6,15.0,557.13
5,6,16.0,612.76
5,6,17.0,561.46
5,6,18.0,0.0
5,6,19.0,-0.0
5,6,20.0,-0.0
5,6,21.0,-0.0
5,6,22.0,-0.0
5,6,23.0,-0.0
5,7,0.0,-0.0
5,7,1.0,-0.0
5,7,2.0,-0.0
5,7,3.0,-0.0
5,7,4.0,-0.0
5,7,5.0,-0.0
5,7,6.0,-0.0
5,7,7.0,392.29
5,7,8.0,20.04
5,7,9.0,459.88
5,7,10.0,708.48
5,7,11.0,889.95
5,7,12.0,905.58
5,7,13.0,1036.61
5,7,14.0,353.44
5,7,15.0,816.65
5,7,16.0,498.59
5,7,17.0,468.74
5,7,18.0,0.0
5,7,19.0,-0.0
5,7,20.0,-0.0
5,7,21.0,-0.0
5,7,22.0,-0.0
5,7,23.0,-0.0
5,8,0.0,-0.0
5,8,1.0,-0.0
5,8,2.0,-0.0
5,8,3.0,-0.0
5,8,4.0,-0.0
5,8,5.0,-0.0
5,8,6.0,-0.0
5,8,7.0,272.06
5,8,8.0,626.12
5,8,9.0,774.5
5,8,10.0,841.99
5,8,11.0,877.68
5,8,12.0,910.01
5,8,13.0,752.56
5,8,14.0,900.93
5,8,15.0,805.65
5,8,16.0,656.31
5,8,17.0,85.37
5,8,18.0,0.0
5,8,19.0,-0.0
5,8,20.0,-0.0
5,8,21.0,-0.0
5,8,22.0,-0.0
5,8,23.0,-0.0
5,9,0.0,-0.0
5,9,1.0,-0.0
5,9,2.0,-0.0
5,9,3.0,-0.0
5,9,4.0,-0.0
5,9,5.0,-0.0
5,9,6.0,-0.0
5,9,7.0,291.64
5,9,8.0,674.3
5,9,9.0,805.47
5,9,10.0,891.34
5,9,11.0,929.06
5,9,12.0,892.98
5,9,13.0,941.03
5,9,14.0,803.22
5,9,15.0,617.64
5,9,16.0,636.02
5,9,17.0,541.11
5,9,18.0,0.0
5,9,19.0,-0.0
5,9,20.0,-0.0
5,9,21.0,-0.0
5,9,22.0,-0.0
5,9,23.0,-0.0
5,10,0.0,-0.0
5,10,1.0,-0.0
5,10,2.0,-0.0
5,10,3.0,-0.0
5,10,4.0,-0.0
5,10,5.0,-0.0
5,10,6.0,-0.0
5,10,7.0,284.86
5,10,8.0,367.21
5,10,9.0,785.92
5,10,10.0,807.12
5,10,11.0,698.75
5,10,12.0,906.44
5,10,13.0,972.03
5,10,14.0,327.39
5,10,15.0,75.17
5,10,16.0,307.77
5,10,17.0,337.63
5,10,18.0,0.0
5,10,19.0,-0.0
5,10,20.0,-0.0
5,10,21.0,-0.0
5,10,22.0,-0.0
5,10,23.0,-0.0
5,11,0.0,-0.0
5,11,1.0,-0.0
5,11,2.0,-0.0
5,11,3.0,-0.0
5,11,4.0,-0.0
5,11,5.0,-0.0
5,11,6.0,-0.0
5,11,7.0,17.94
5,11,8.0,118.96
5,11,9.0,5.45
5,11,10.0,121.58
5,11,11.0,623.13
5,11,12.0,397.51
5,11,13.0,322.11
5,11,14.0,404.95
5,11,15.0,34.68
5,11,16.0,665.3
5,11,17.0,49.02
5,11,18.0,0.0
5,11,19.0,-0.0
5,11,20.0,-0.0
5,11,21.0,-0.0
5,11,22.0,-0.0
5,11,23.0,-0.0
5,12,0.0,-0.0
5,12,1.0,-0.0
5,12,2.0,-0.0
5,12,3.0,-0.0
5,12,4.0,-0.0
5,12,5.0,-0.0
5,12,6.0,-0.0
5,12,7.0,0.0
5,12,8.0,0.0
5,12,9.0,0.0
5,12,10.0,4.2
5,12,11.0,157.36
5,12,12.0,763.87
5,12,13.0,1021.69
5,12,14.0,994.74
5,12,15.0,940.41
5,12,16.0,729.88
5,12,17.0,515.29
5,12,18.0,0.0
5,12,19.0,-0.0
5,12,20.0,-0.0
5,12,21.0,-0.0
5,12,22.0,-0.0
5,12,23.0,-0.0
5,13,0.0,-0.0
5,13,1.0,-0.0
5,13,2.0,-0.0
5,13,3.0,-0.0
5,13,4.0,-0.0
5,13,5.0,-0.0
5,13,6.0,-0.0
5,13,7.0,18.22
5,13,8.0,20.45
5,13,9.0,5.48
5,13,10.0,0.0
5,13,11.0,0.0
5,13,12.0,91.28
5,13,13.0,334.05
5,13,14.0,308.39
5,13,15.0,604.89
5,13,16.0,237.82
5,13,17.0,373.06
5,13,18.0,0.0
5,13,19.0,-0.0
5,13,20.0,-0.0
5,13,21.0,-0.0
5,13,22.0,-0.0
5,13,23.0,-0.0
5,14,0.0,-0.0
5,14,1.0,-0.0
5,14,2.0,-0.0
5,14,3.0,-0.0
5,14,4.0,-0.0
5,14,5.0,-0.0
5,14,6.0,-0.0
5,14,7.0,36.75
5,14,8.0,0.0
5,14,9.0,31.13
5,14,10.0,59.13
5,14,11.0,237.16
5,14,12.0,769.71
5,14,13.0,979.0
5,14,14.0,581.53
5,14,15.0,560.88
5,14,16.0,508.5
5,14,17.0,520.05
5,14,18.0,0.0
5,14,19.0,-0.0
5,14,20.0,-0.0
5,14,21.0,-0.0
5,14,22.0,-0.0
5,14,23.0,-0.0
5,15,0.0,-0.0
5,15,1.0,-0.0
5,15,2.0,-0.0
5,15,3.0,-0.0
5,15,4.0,-0.0
5,15,5.0,-0.0
5,15,6.0,-0.0
5,15,7.0,101.93
5,15,8.0,282.57
5,15,9.0,0.0
5,15,10.0,7.06
5,15,11.0,7.31
5,15,12.0,10.32
5,15,13.0,37.16
5,15,14.0,435.6
5,15,15.0,283.45
5,15,16.0,0.0
5,15,17.0,72.97
5,15,18.0,0.0
5,15,19.0,-0.0
5,15,20.0,-0.0
5,15,21.0,-0.0
5,15,22.0,-0.0
5,15,23.0,-0.0
5,16,0.0,-0.0
5,16,1.0,-0.0
5,16,2.0,-0.0
5,16,3.0,-0.0
5,16,4.0,-0.0
5,16,5.0,-0.0
5,16,6.0,-0.0
5,16,7.0,37.39
5,16,8.0,0.0
5,16,9.0,95.76
5,16,10.0,206.59
5,16,11.0,651.29
5,16,12.0,550.33
5,16,13.0,713.45
5,16,14.0,66.19
5,16,15.0,42.78
5,16,16.0,0.0
5,16,17.0,15.42
5,16,18.0,0.0
5,16,19.0,-0.0
5,16,20.0,-0.0
5,16,21.0,-0.0
5,16,22.0,-0.0
5,16,23.0,-0.0
5,17,0.0,-0.0
5,17,1.0,-0.0
5,17,2.0,-0.0
5,17,3.0,-0.0
5,17,4.0,-0.0
5,17,5.0,-0.0
5,17,6.0,-0.0
5,17,7.0,0.0
5,17,8.0,492.29
5,17,9.0,651.9
5,17,10.0,846.84
5,17,11.0,869.58
5,17,12.0,819.86
5,17,13.0,754.69
5,17,14.0,645.56
5,17,15.0,189.89
5,17,16.0,470.7
5,17,17.0,487.76
5,17,18.0,0.0
5,17,19.0,-0.0
5,17,20.0,-0.0
5,17,21.0,-0.0
5,17,22.0,-0.0
5,17,23.0,-0.0
5,18,0.0,-0.0
5,18,1.0,-0.0
5,18,2.0,-0.0
5,18,3.0,-0.0
5,18,4.0,-0.0
5,18,5.0,-0.0
5,18,6.0,-0.0
5,18,7.0,209.48
5,18,8.0,631.12
5,18,9.0,807.49
5,18,10.0,866.01
5,18,11.0,888.76
5,18,12.0,837.82
5,18,13.0,883.76
5,18,14.0,736.49
5,18,15.0,624.74
5,18,16.0,234.92
5,18,17.0,0.0
5,18,18.0,0.0
5,18,19.0,-0.0
5,18,20.0,-0.0
5,18,21.0,-0.0
5,18,22.0,-0.0
5,18,23.0,-0.0
5,19,0.0,-0.0
5,19,1.0,-0.0
5,19,2.0,-0.0
5,19,3.0,-0.0
5,19,4.0,-0.0
5,19,5.0,-0.0
5,19,6.0,-0.0
5,19,7.0,269.17
5,19,8.0,582.76
5,19,9.0,679.8
5,19,10.0,816.84
5,19,11.0,821.89
5,19,12.0,680.04
5,19,13.0,551.77
5,19,14.0,699.64
5,19,15.0,433.84
5,19,16.0,0.0
5,19,17.0,0.0
5,19,18.0,0.0
5,19,19.0,-0.0
5,19,20.0,-0.0
5,19,21.0,-0.0
5,19,22.0,-0.0
5,19,23.0,-0.0
5,20,0.0,-0.0
5,20,1.0,-0.0
5,20,2.0,-0.0
5,20,3.0,-0.0
5,20,4.0,-0.0
5,20,5.0,-0.0
5,20,6.0,-0.0
5,20,7.0,0.0
5,20,8.0,39.0
5,20,9.0,486.17
5,20,10.0,488.74
5,20,11.0,318.15
5,20,12.0,556.32
5,20,13.0,818.23
