# fixed mirror figure, mode=spherical, layout=pf36000
# generated 2026-08-01 by scripts/build_fixed_shapes.py: 4876 timesteps over 365 days of 2026, day stride 1
# mean_cos weight = trapezoid daylight hours x cos(AOI); median = time-weighted component-wise median
heliostat,x_mm,y_mm,c3,c4,c5
34,13399.5144401173,-32349.289490545303,0.0,-1.4370597302987737e-06,0.0
35,19453.079831121,-29113.5913768475,0.0,-1.4370597302987741e-06,0.0
36,24759.0742736276,-24759.0742736276,0.0,-1.4370597302987737e-06,0.0
37,29113.5913768475,-19453.079831121,0.0,-1.4370597302987741e-06,0.0
38,32349.289490545303,-13399.5144401173,0.0,-1.4370597302987737e-06,0.0
39,34341.822550811994,-6831.01322371414,0.0,-1.4370597302987737e-06,0.0
40,35014.618629566896,0.0,0.0,-1.4370597302987746e-06,0.0
41,34341.822550811994,6831.01322371414,0.0,-1.4370597302987737e-06,0.0
42,32349.289490545303,13399.5144401173,0.0,-1.4370597302987737e-06,0.0
43,29113.5913768475,19453.079831121,0.0,-1.4370597302987741e-06,0.0
44,24759.0742736276,24759.0742736276,0.0,-1.4370597302987737e-06,0.0
45,19453.079831121,29113.5913768475,0.0,-1.4370597302987741e-06,0.0
46,13399.5144401173,32349.289490545303,0.0,-1.4370597302987737e-06,0.0
47,6831.01322371414,34341.822550811994,0.0,-1.4370597302987737e-06,0.0
48,2.1440270314032197e-12,35014.618629566896,0.0,-1.4370597302987746e-06,0.0
49,-6831.013223714131,34341.822550811994,0.0,-1.4370597302987737e-06,0.0
50,-13399.5144401172,32349.289490545303,0.0,-1.4370597302987741e-06,0.0
51,-19453.079831121,29113.5913768475,0.0,-1.4370597302987741e-06,0.0
52,-24759.0742736276,24759.0742736276,0.0,-1.4370597302987737e-06,0.0
53,-29113.5913768475,19453.079831121,0.0,-1.4370597302987741e-06,0.0
54,-32349.289490545303,13399.5144401173,0.0,-1.4370597302987737e-06,0.0
55,-34341.822550811994,6831.01322371415,0.0,-1.4370597302987737e-06,0.0
56,-35014.618629566896,4.288054062806439e-12,0.0,-1.4370597302987746e-06,0.0
57,-34341.822550811994,-6831.01322371414,0.0,-1.4370597302987737e-06,0.0
58,-32349.289490545303,-13399.5144401172,0.0,-1.4370597302987741e-06,0.0
59,-29113.5913768475,-19453.079831121,0.0,-1.4370597302987741e-06,0.0
60,-24759.0742736276,-24759.0742736276,0.0,-1.4370597302987737e-06,0.0
61,-19453.079831121,-29113.5913768475,0.0,-1.4370597302987741e-06,0.0
62,-13399.5144401172,-32349.289490545303,0.0,-1.4370597302987741e-06,0.0
63,-6831.01322371415,-34341.822550811994,0.0,-1.4370597302987737e-06,0.0
64,3946.5776840866197,-40070.2756744661,0.0,-1.336183484520679e-06,0.0
65,11688.0682851266,-38530.3974519658,0.0,-1.33618348452068e-06,0.0
66,18980.3929767134,-35509.817663482405,0.0,-1.3361834845206794e-06,0.0
67,25543.3118105322,-31124.6154963265,0.0,-1.3361834845206786e-06,0.0
68,31124.6154963265,-25543.3118105322,0.0,-1.3361834845206786e-06,0.0
69,35509.817663482405,-18980.3929767134,0.0,-1.3361834845206794e-06,0.0
70,38530.3974519658,-11688.0682851266,0.0,-1.33618348452068e-06,0.0
71,40070.2756744661,-3946.5776840865997,0.0,-1.336183484520679e-06,0.0
72,40070.2756744661,3946.57768408661,0.0,-1.336183484520679e-06,0.0
73,38530.3974519658,11688.0682851266,0.0,-1.33618348452068e-06,0.0
74,35509.817663482405,18980.3929767134,0.0,-1.3361834845206794e-06,0.0
75,31124.6154963265,25543.3118105322,0.0,-1.3361834845206786e-06,0.0
76,25543.3118105322,31124.6154963265,0.0,-1.3361834845206786e-06,0.0
77,18980.3929767134,35509.817663482405,0.0,-1.3361834845206794e-06,0.0
78,11688.0682851266,38530.3974519658,0.0,-1.33618348452068e-06,0.0
79,3946.5776840865997,40070.2756744661,0.0,-1.336183484520679e-06,0.0
80,-3946.57768408661,40070.2756744661,0.0,-1.336183484520679e-06,0.0
81,-11688.0682851266,38530.3974519658,0.0,-1.33618348452068e-06,0.0
82,-18980.3929767134,35509.817663482405,0.0,-1.3361834845206794e-06,0.0
83,-25543.3118105322,31124.615496326398,0.0,-1.33618348452068e-06,0.0
84,-31124.6154963265,25543.3118105322,0.0,-1.3361834845206786e-06,0.0
85,-35509.817663482405,18980.3929767134,0.0,-1.3361834845206794e-06,0.0
86,-38530.3974519658,11688.0682851266,0.0,-1.33618348452068e-06,0.0
87,-40070.2756744661,3946.5776840865997,0.0,-1.336183484520679e-06,0.0
88,-40070.2756744661,-3946.57768408661,0.0,-1.336183484520679e-06,0.0
89,-38530.3974519658,-11688.0682851266,0.0,-1.33618348452068e-06,0.0
90,-35509.817663482405,-18980.3929767134,0.0,-1.3361834845206794e-06,0.0
91,-31124.6154963265,-25543.3118105322,0.0,-1.3361834845206786e-06,0.0
92,-25543.3118105322,-31124.6154963265,0.0,-1.3361834845206786e-06,0.0
93,-18980.3929767134,-35509.817663482405,0.0,-1.3361834845206794e-06,0.0
94,-11688.0682851266,-38530.3974519658,0.0,-1.33618348452068e-06,0.0
95,-3946.5776840865997,-40070.2756744661,0.0,-1.336183484520679e-06,0.0
96,3014.76446879802,-45996.4173283991,0.0,-1.2339232092001674e-06,0.0
97,8992.7099504825,-45209.405875294105,0.0,-1.2339232092001666e-06,0.0
98,14816.787671663898,-43648.848953247405,0.0,-1.2339232092001676e-06,0.0
99,20387.3460477936,-41341.4481238635,0.0,-1.233923209200167e-06,0.0
100,25609.071280605298,-38326.683655065404,0.0,-1.2339232092001674e-06,0.0
101,30392.61820363,-34656.1390027649,0.0,-1.2339232092001666e-06,0.0
102,34656.1390027648,-30392.6182036301,0.0,-1.2339232092001668e-06,0.0
103,38326.6836550653,-25609.0712806054,0.0,-1.2339232092001676e-06,0.0
104,41341.4481238634,-20387.346047793697,0.0,-1.2339232092001676e-06,0.0
105,43648.848953247405,-14816.787671664,0.0,-1.2339232092001674e-06,0.0
106,45209.405875294105,-8992.70995048261,0.0,-1.2339232092001663e-06,0.0
107,45996.4173283991,-3014.7644687981397,0.0,-1.2339232092001674e-06,0.0
108,45996.4173283991,3014.76446879807,0.0,-1.2339232092001674e-06,0.0
109,45209.405875294105,8992.70995048254,0.0,-1.2339232092001663e-06,0.0
110,43648.848953247405,14816.787671664,0.0,-1.2339232092001674e-06,0.0
111,41341.4481238635,20387.346047793697,0.0,-1.2339232092001663e-06,0.0
112,38326.6836550653,25609.0712806054,0.0,-1.2339232092001676e-06,0.0
113,34656.1390027648,30392.61820363,0.0,-1.2339232092001678e-06,0.0
114,30392.61820363,34656.1390027648,0.0,-1.2339232092001678e-06,0.0
115,25609.0712806054,38326.6836550653,0.0,-1.2339232092001676e-06,0.0
116,20387.346047793697,41341.4481238634,0.0,-1.2339232092001676e-06,0.0
117,14816.787671664,43648.848953247405,0.0,-1.2339232092001674e-06,0.0
118,8992.709950482571,45209.405875294105,0.0,-1.2339232092001663e-06,0.0
119,3014.7644687981,45996.4173283991,0.0,-1.2339232092001674e-06,0.0
120,-3014.7644687981,45996.4173283991,0.0,-1.2339232092001674e-06,0.0
121,-8992.70995048256,45209.405875294105,0.0,-1.2339232092001663e-06,0.0
122,-14816.787671664,43648.848953247405,0.0,-1.2339232092001674e-06,0.0
123,-20387.346047793697,41341.4481238634,0.0,-1.2339232092001676e-06,0.0
124,-25609.0712806054,38326.6836550653,0.0,-1.2339232092001676e-06,0.0
125,-30392.61820363,34656.1390027648,0.0,-1.2339232092001678e-06,0.0
126,-34656.1390027648,30392.61820363,0.0,-1.2339232092001678e-06,0.0
127,-38326.6836550653,25609.0712806054,0.0,-1.2339232092001676e-06,0.0
128,-41341.4481238635,20387.346047793697,0.0,-1.2339232092001663e-06,0.0
129,-43648.848953247405,14816.787671664,0.0,-1.2339232092001674e-06,0.0
130,-45209.405875294105,8992.70995048254,0.0,-1.2339232092001663e-06,0.0
131,-45996.4173283991,3014.76446879809,0.0,-1.2339232092001674e-06,0.0
132,-45996.4173283991,-3014.7644687981397,0.0,-1.2339232092001674e-06,0.0
133,-45209.405875294105,-8992.70995048261,0.0,-1.2339232092001663e-06,0.0
134,-43648.848953247405,-14816.787671664,0.0,-1.2339232092001674e-06,0.0
135,-41341.4481238634,-20387.346047793697,0.0,-1.2339232092001676e-06,0.0
136,-38326.6836550653,-25609.0712806054,0.0,-1.2339232092001676e-06,0.0
137,-34656.1390027648,-30392.6182036301,0.0,-1.2339232092001668e-06,0.0
138,-30392.61820363,-34656.1390027649,0.0,-1.2339232092001666e-06,0.0
139,-25609.071280605298,-38326.683655065404,0.0,-1.2339232092001674e-06,0.0
140,-20387.3460477936,-41341.4481238635,0.0,-1.233923209200167e-06,0.0
141,-14816.787671663898,-43648.848953247405,0.0,-1.2339232092001676e-06,0.0
142,-8992.709950482511,-45209.405875294105,0.0,-1.2339232092001666e-06,0.0
143,-3014.76446879805,-45996.4173283991,0.0,-1.2339232092001674e-06,0.0
144,-8.76900682911802e-11,-51127.5235819115,0.0,-1.1541431877998805e-06,0.0
145,6673.48097078771,-50690.1205300545,0.0,-1.15414318779988e-06,0.0
146,13232.7768319268,-49385.3954619717,0.0,-1.154143187799881e-06,0.0
147,19565.6562126529,-47235.6725853162,0.0,-1.1541431877998807e-06,0.0
148,25563.761790955698,-44277.7342545234,0.0,-1.1541431877998796e-06,0.0
149,31124.4643174014,-40562.191614528405,0.0,-1.1541431877998811e-06,0.0
150,36152.6186300447,-36152.6186300448,0.0,-1.15414318779988e-06,0.0
151,40562.1916145283,-31124.4643174015,0.0,-1.1541431877998813e-06,0.0
152,44277.734254523304,-25563.761790955803,0.0,-1.15414318779988e-06,0.0
153,47235.6725853162,-19565.656212653,0.0,-1.1541431877998798e-06,0.0
154,49385.3954619717,-13232.776831927,0.0,-1.15414318779988e-06,0.0
155,50690.1205300545,-6673.480970787849,0.0,-1.1541431877998798e-06,0.0
156,51127.5235819115,-4.5410363098163e-11,0.0,-1.1541431877998805e-06,0.0
157,50690.1205300545,6673.48097078776,0.0,-1.15414318779988e-06,0.0
158,49385.3954619717,13232.7768319269,0.0,-1.1541431877998805e-06,0.0
159,47235.6725853162,19565.6562126529,0.0,-1.1541431877998805e-06,0.0
160,44277.734254523304,25563.761790955698,0.0,-1.1541431877998811e-06,0.0
161,40562.191614528405,31124.4643174015,0.0,-1.15414318779988e-06,0.0
162,36152.6186300447,36152.6186300447,0.0,-1.1541431877998813e-06,0.0
163,31124.4643174015,40562.191614528405,0.0,-1.15414318779988e-06,0.0
164,25563.761790955698,44277.734254523304,0.0,-1.1541431877998811e-06,0.0
165,19565.6562126529,47235.6725853162,0.0,-1.1541431877998807e-06,0.0
166,13232.7768319269,49385.3954619717,0.0,-1.1541431877998805e-06,0.0
167,6673.480970787809,50690.1205300545,0.0,-1.1541431877998798e-06,0.0
168,3.1306579051459398e-12,51127.5235819115,0.0,-1.1541431877998805e-06,0.0
169,-6673.4809707878,50690.1205300545,0.0,-1.1541431877998798e-06,0.0
170,-13232.7768319269,49385.3954619717,0.0,-1.1541431877998805e-06,0.0
171,-19565.6562126529,47235.6725853162,0.0,-1.1541431877998807e-06,0.0
172,-25563.761790955698,44277.734254523304,0.0,-1.1541431877998811e-06,0.0
173,-31124.4643174015,40562.191614528405,0.0,-1.15414318779988e-06,0.0
174,-36152.6186300447,36152.6186300447,0.0,-1.1541431877998813e-06,0.0
175,-40562.191614528405,31124.4643174015,0.0,-1.15414318779988e-06,0.0
176,-44277.734254523304,25563.761790955698,0.0,-1.1541431877998811e-06,0.0
177,-47235.6725853162,19565.6562126529,0.0,-1.1541431877998805e-06,0.0
178,-49385.3954619717,13232.7768319269,0.0,-1.1541431877998805e-06,0.0
179,-50690.1205300545,6673.48097078776,0.0,-1.15414318779988e-06,0.0
180,-51127.5235819115,-3.9149047287871204e-11,0.0,-1.1541431877998805e-06,0.0
181,-50690.1205300545,-6673.48097078784,0.0,-1.1541431877998798e-06,0.0
182,-49385.3954619717,-13232.776831927,0.0,-1.15414318779988e-06,0.0
183,-47235.6725853162,-19565.656212653,0.0,-1.1541431877998798e-06,0.0
184,-44277.734254523304,-25563.761790955803,0.0,-1.15414318779988e-06,0.0
185,-40562.191614528405,-31124.4643174015,0.0,-1.15414318779988e-06,0.0
186,-36152.6186300447,-36152.6186300448,0.0,-1.15414318779988e-06,0.0
187,-31124.4643174014,-40562.191614528405,0.0,-1.1541431877998811e-06,0.0
188,-25563.761790955698,-44277.734254523304,0.0,-1.1541431877998811e-06,0.0
189,-19565.6562126529,-47235.6725853162,0.0,-1.1541431877998807e-06,0.0
190,-13232.7768319269,-49385.3954619717,0.0,-1.1541431877998805e-06,0.0
191,-6673.48097078771,-50690.1205300545,0.0,-1.15414318779988e-06,0.0
192,8.14287524808883e-11,-51127.5235819115,0.0,-1.1541431877998805e-06,0.0
193,3690.00801333362,-56298.6429895466,0.0,-1.0783293335880074e-06,0.0
194,11006.8869798294,-55335.3575990628,0.0,-1.078329333588007e-06,0.0
195,18135.4350584147,-53425.2688981994,0.0,-1.0783293335880076e-06,0.0
196,24953.6808150581,-50601.0590342049,0.0,-1.0783293335880078e-06,0.0
197,31344.962174488403,-46911.0510208712,0.0,-1.0783293335880076e-06,0.0
198,37199.9225406478,-42418.3819183699,0.0,-1.078329333588008e-06,0.0
199,42418.38191836981,-37199.922540647894,0.0,-1.078329333588008e-06,0.0
200,46911.0510208712,-31344.9621744885,0.0,-1.078329333588007e-06,0.0
201,50601.0590342049,-24953.6808150582,0.0,-1.0783293335880072e-06,0.0
202,53425.2688981994,-18135.4350584149,0.0,-1.078329333588007e-06,0.0
203,55335.3575990627,-11006.8869798295,0.0,-1.078329333588008e-06,0.0
204,56298.6429895466,-3690.00801333376,0.0,-1.0783293335880074e-06,0.0
205,56298.6429895466,3690.00801333368,0.0,-1.0783293335880074e-06,0.0
206,55335.3575990627,11006.8869798294,0.0,-1.0783293335880085e-06,0.0
207,53425.2688981994,18135.435058414798,0.0,-1.0783293335880074e-06,0.0
208,50601.0590342049,24953.6808150581,0.0,-1.0783293335880078e-06,0.0
209,46911.0510208712,31344.962174488403,0.0,-1.0783293335880076e-06,0.0
210,42418.3819183699,37199.922540647894,0.0,-1.0783293335880072e-06,0.0
211,37199.922540647894,42418.38191836981,0.0,-1.078329333588008e-06,0.0
212,31344.962174488403,46911.0510208712,0.0,-1.0783293335880076e-06,0.0
213,24953.6808150581,50601.0590342049,0.0,-1.0783293335880078e-06,0.0
214,18135.435058414798,53425.2688981994,0.0,-1.0783293335880074e-06,0.0
215,11006.8869798295,55335.3575990627,0.0,-1.078329333588008e-06,0.0
216,3690.00801333372,56298.6429895466,0.0,-1.0783293335880074e-06,0.0
217,-3690.0080133337096,56298.6429895466,0.0,-1.0783293335880074e-06,0.0
218,-11006.8869798295,55335.3575990627,0.0,-1.078329333588008e-06,0.0
219,-18135.435058414798,53425.2688981994,0.0,-1.0783293335880074e-06,0.0
220,-24953.6808150581,50601.0590342049,0.0,-1.0783293335880078e-06,0.0
221,-31344.962174488403,46911.0510208712,0.0,-1.0783293335880076e-06,0.0
222,-37199.922540647894,42418.38191836981,0.0,-1.078329333588008e-06,0.0
223,-42418.3819183699,37199.922540647894,0.0,-1.0783293335880072e-06,0.0
224,-46911.0510208712,31344.962174488403,0.0,-1.0783293335880076e-06,0.0
225,-50601.0590342049,24953.6808150581,0.0,-1.0783293335880078e-06,0.0
226,-53425.2688981994,18135.435058414798,0.0,-1.0783293335880074e-06,0.0
227,-55335.3575990627,11006.8869798294,0.0,-1.0783293335880085e-06,0.0
228,-56298.6429895466,3690.0080133337,0.0,-1.0783293335880074e-06,0.0
229,-56298.6429895466,-3690.00801333376,0.0,-1.0783293335880074e-06,0.0
230,-55335.3575990627,-11006.8869798295,0.0,-1.078329333588008e-06,0.0
231,-53425.2688981994,-18135.435058414798,0.0,-1.0783293335880074e-06,0.0
232,-50601.0590342049,-24953.6808150582,0.0,-1.0783293335880072e-06,0.0
233,-46911.0510208712,-31344.9621744885,0.0,-1.078329333588007e-06,0.0
234,-42418.38191836981,-37199.922540647894,0.0,-1.078329333588008e-06,0.0
235,-37199.922540647894,-42418.3819183699,0.0,-1.0783293335880072e-06,0.0
236,-31344.962174488297,-46911.0510208712,0.0,-1.0783293335880087e-06,0.0
237,-24953.6808150581,-50601.0590342049,0.0,-1.0783293335880078e-06,0.0
238,-18135.4350584147,-53425.2688981994,0.0,-1.0783293335880076e-06,0.0
239,-11006.8869798294,-55335.3575990628,0.0,-1.078329333588007e-06,0.0
240,-3690.00801333365,-56298.6429895466,0.0,-1.0783293335880074e-06,0.0
241,-1.06334385736706e-10,-61998.056567465705,0.0,-1.0066488623028022e-06,0.0
242,8092.370248794539,-61467.654598976704,0.0,-1.0066488623028022e-06,0.0
243,16046.2777990034,-59885.5240182457,0.0,-1.0066488623028029e-06,0.0
244,23725.629087202702,-57278.7355181585,0.0,-1.0066488623028029e-06,0.0
245,30999.0282837327,-53691.89197269,0.0,-1.0066488623028027e-06,0.0
246,37742.0255117738,-49186.365269363894,0.0,-1.0066488623028029e-06,0.0
247,43839.2462192421,-43839.246219242195,0.0,-1.0066488623028027e-06,0.0
248,49186.3652693638,-37742.0255117739,0.0,-1.006648862302803e-06,0.0
249,53691.891972689904,-30999.0282837329,0.0,-1.0066488623028025e-06,0.0
250,57278.7355181585,-23725.6290872028,0.0,-1.0066488623028025e-06,0.0
251,59885.5240182457,-16046.277799003601,0.0,-1.006648862302802e-06,0.0
252,61467.654598976704,-8092.37024879472,0.0,-1.006648862302802e-06,0.0
253,61998.056567465705,-5.50653359065706e-11,0.0,-1.0066488623028022e-06,0.0
254,61467.654598976704,8092.37024879461,0.0,-1.0066488623028022e-06,0.0
255,59885.5240182457,16046.2777990034,0.0,-1.0066488623028029e-06,0.0
256,57278.7355181585,23725.629087202702,0.0,-1.0066488623028029e-06,0.0
257,53691.891972689904,30999.0282837328,0.0,-1.006648862302803e-06,0.0
258,49186.365269363894,37742.0255117739,0.0,-1.006648862302802e-06,0.0
259,43839.246219242195,43839.2462192421,0.0,-1.0066488623028027e-06,0.0
260,37742.0255117739,49186.3652693638,0.0,-1.006648862302803e-06,0.0
261,30999.0282837328,53691.891972689904,0.0,-1.006648862302803e-06,0.0
262,23725.629087202702,57278.7355181585,0.0,-1.0066488623028029e-06,0.0
263,16046.277799003501,59885.5240182457,0.0,-1.0066488623028025e-06,0.0
264,8092.370248794669,61467.654598976704,0.0,-1.006648862302802e-06,0.0
265,3.79628607643517e-12,61998.056567465705,0.0,-1.0066488623028022e-06,0.0
266,-8092.37024879466,61467.654598976704,0.0,-1.006648862302802e-06,0.0
267,-16046.277799003501,59885.5240182457,0.0,-1.0066488623028025e-06,0.0
268,-23725.629087202702,57278.7355181585,0.0,-1.0066488623028029e-06,0.0
269,-30999.0282837328,53691.891972689904,0.0,-1.006648862302803e-06,0.0
270,-37742.0255117739,49186.3652693638,0.0,-1.006648862302803e-06,0.0
271,-43839.246219242195,43839.2462192421,0.0,-1.0066488623028027e-06,0.0
272,-49186.365269363894,37742.0255117738,0.0,-1.0066488623028029e-06,0.0
273,-53691.891972689904,30999.0282837328,0.0,-1.006648862302803e-06,0.0
274,-57278.7355181585,23725.629087202702,0.0,-1.0066488623028029e-06,0.0
275,-59885.5240182457,16046.277799003501,0.0,-1.0066488623028025e-06,0.0
276,-61467.654598976704,8092.3702487946,0.0,-1.0066488623028022e-06,0.0
277,-61998.056567465705,-4.74727637537003e-11,0.0,-1.0066488623028022e-06,0.0
278,-61467.654598976704,-8092.370248794699,0.0,-1.006648862302802e-06,0.0
279,-59885.5240182457,-16046.277799003501,0.0,-1.0066488623028025e-06,0.0
280,-57278.7355181585,-23725.6290872028,0.0,-1.0066488623028025e-06,0.0
281,-53691.891972689904,-30999.0282837329,0.0,-1.0066488623028025e-06,0.0
282,-49186.3652693638,-37742.0255117739,0.0,-1.006648862302803e-06,0.0
283,-43839.2462192421,-43839.246219242195,0.0,-1.0066488623028027e-06,0.0
284,-37742.0255117738,-49186.365269363894,0.0,-1.0066488623028029e-06,0.0
285,-30999.0282837327,-53691.89197269,0.0,-1.0066488623028027e-06,0.0
286,-23725.629087202702,-57278.7355181585,0.0,-1.0066488623028029e-06,0.0
287,-16046.2777990034,-59885.5240182457,0.0,-1.0066488623028029e-06,0.0
288,-8092.37024879455,-61467.654598976704,0.0,-1.0066488623028022e-06,0.0
289,9.87418135838358e-11,-61998.056567465705,0.0,-1.0066488623028022e-06,0.0
290,6.43975904510172e-11,-67829.008462311,0.0,-9.39814474866021e-07,0.0
291,5994.73486263315,-67563.58148371789,0.0,-9.398144748660212e-07,0.0
292,11942.5527970042,-66769.37787392529,0.0,-9.39814474866021e-07,0.0
293,17796.9040634271,-65452.6133530008,0.0,-9.398144748660219e-07,0.0
294,23511.970425619398,-63623.5933886562,0.0,-9.39814474866021e-07,0.0
295,29043.0237405235,-61296.6325419891,0.0,-9.398144748660217e-07,0.0
296,34346.7760166712,-58489.942436635,0.0,-9.398144748660212e-07,0.0
297,39381.7182014082,-55225.4892281193,0.0,-9.398144748660219e-07,0.0
298,44108.4450455123,-51528.8216889079,0.0,-9.39814474866022e-07,0.0
299,48489.963502695195,-47428.8712546223,0.0,-9.398144748660217e-07,0.0
300,52491.9822503472,-42957.7255963289,0.0,-9.39814474866021e-07,0.0
301,56083.1800656302,-38150.377491007195,0.0,-9.398144748660217e-07,0.0
302,59235.4509565138,-33044.4509556249,0.0,-9.398144748660216e-07,0.0
303,61924.12412927,-27679.9067881923,0.0,-9.398144748660213e-07,0.0
304,64128.1570708841,-22098.7298203375,0.0,-9.39814474866021e-07,0.0
305,65830.3002352497,-16344.600329073199,0.0,-9.398144748660212e-07,0.0
306,67017.2320442546,-10462.552179405799,0.0,-9.398144748660212e-07,0.0
307,67679.6631471917,-4498.6203732821,0.0,-9.398144748660217e-07,0.0
308,67812.4091225234,1500.51923671753,0.0,-9.398144748660212e-07,0.0
309,67414.4310530089,7487.9152492106905,0.0,-9.398144748660213e-07,0.0
310,66488.8436566409,13416.708172388,0.0,-9.39814474866021e-07,0.0
311,65042.890909753594,19240.4971630712,0.0,-9.39814474866021e-07,0.0
312,63087.889353086604,24913.703176223098,0.0,-9.398144748660219e-07,0.0
313,60639.1395245101,30391.925682773897,0.0,-9.398144748660212e-07,0.0
314,57715.8062115702,35632.2901639612,0.0,-9.398144748660216e-07,0.0
315,54340.7684610426,40593.783662571,0.0,-9.39814474866021e-07,0.0
316,50540.4405193704,45237.575764935005,0.0,-9.398144748660213e-07,0.0
317,46344.565105372196,49527.3225015664,0.0,-9.398144748660217e-07,0.0
318,41785.9806331408,53429.450787997295,0.0,-9.398144748660223e-07,0.0
319,36900.3642069287,56913.4211796855,0.0,-9.398144748660209e-07,0.0
320,31725.9523994344,59951.966884574096,0.0,-9.398144748660219e-07,0.0
321,26303.2419987785,62521.3071627101,0.0,-9.398144748660216e-07,0.0
322,20674.6730662286,64601.333442776704,0.0,-9.39814474866021e-07,0.0
323,14884.2967851777,66175.7666989284,0.0,-9.398144748660213e-07,0.0
324,8977.430700907411,67232.2848562405,0.0,-9.398144748660209e-07,0.0
325,3000.30404935205,67762.6192276516,0.0,-9.398144748660212e-07,0.0
326,-3000.3040493520602,67762.6192276516,0.0,-9.398144748660212e-07,0.0
327,-8977.43070090742,67232.2848562405,0.0,-9.398144748660208e-07,0.0
328,-14884.2967851777,66175.7666989284,0.0,-9.398144748660213e-07,0.0
329,-20674.6730662286,64601.333442776704,0.0,-9.39814474866021e-07,0.0
330,-26303.2419987785,62521.3071627101,0.0,-9.398144748660216e-07,0.0
331,-31725.9523994344,59951.966884574096,0.0,-9.398144748660219e-07,0.0
332,-36900.3642069287,56913.4211796854,0.0,-9.398144748660217e-07,0.0
333,-41785.9806331408,53429.450787997295,0.0,-9.398144748660223e-07,0.0
334,-46344.565105372196,49527.3225015664,0.0,-9.398144748660217e-07,0.0
335,-50540.4405193704,45237.575764935005,0.0,-9.398144748660213e-07,0.0
336,-54340.7684610426,40593.783662571,0.0,-9.39814474866021e-07,0.0
337,-57715.8062115702,35632.2901639612,0.0,-9.398144748660216e-07,0.0
338,-60639.1395245101,30391.925682773897,0.0,-9.398144748660212e-07,0.0
339,-63087.889353086604,24913.703176223098,0.0,-9.398144748660219e-07,0.0
340,-65042.890909753594,19240.4971630712,0.0,-9.39814474866021e-07,0.0
341,-66488.8436566409,13416.708172388,0.0,-9.39814474866021e-07,0.0
342,-67414.4310530089,7487.9152492107005,0.0,-9.398144748660213e-07,0.0
343,-67812.4091225234,1500.51923671753,0.0,-9.398144748660212e-07,0.0
344,-67679.6631471917,-4498.6203732821195,0.0,-9.398144748660217e-07,0.0
345,-67017.2320442546,-10462.552179405799,0.0,-9.398144748660212e-07,0.0
